campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore,entropy,log_hash,anomaly_score
Bangalore,2023-09-17T15:03,172.16.0.10,192.168.10.6,anonymous,DeviceXYZ,software-update,Software update: Software3 updated to version v2,critical,0.27,3.996653522439334,7aede6b0a1f1e475ef8c8f924bfff68cb0c4081cd9d58d40e5a908fc57c20844,1
Bangalore,2023-09-18T13:24,10.0.0.2,192.168.0.2,guest,ServerABC,system-restart,System restart: Reason6,informational,0.3,3.6424896731661263,539b964678da35b7e51cc8174c4886db7f17447b4bfbde8749a198911e18162a,1
Bangalore,2023-09-14T06:53,192.168.2.5,192.168.10.6,guest,DeviceXYZ,file-access,File access: Write to file '/path/to/file4.txt' by user 'guest' from IP 192.168.2.5,informational,0.23,4.650567693700732,d20101d2d2b7c5890536b7d2159243a03fa2db7043aca778da4ea5d6c0afc49f,1
Bangalore,2023-09-17T15:57,192.168.10.5,10.10.10.20,guest,Workstation123,file-access,File access: Delete to file '/path/to/file992.txt' by user 'guest' from IP 192.168.10.5,warning,0.23,4.641059791419129,74058d97198c1e95cf63bd4023cdb783a0246e8b6b813e4bb87c7b0bd532a78e,1
Bangalore,2023-09-17T00:34,10.10.10.10,10.0.0.101,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.10.10.10,error,0.13,4.235916386984949,822c24ed0af38ee9eed7ba4a2c46c1be6dd5f85b51b21725caa0111d06d3fa5e,1
Bangalore,2023-09-12T20:58,10.10.10.10,10.0.0.101,admin,DeviceXYZ,application-errors,Application error: Error message: 69,critical,0.27,3.9749375012019263,97d16de92abda15d025567852f6c7ee9664ef0ac9c325894e0b49e679354ae05,1
Bangalore,2023-09-13T00:43,192.168.1.100,10.0.0.3,user123,ServerABC,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.1.100,error,0.37,4.538525747448304,7c590d876a43035ff565e5a0ae62da34a8eeefd62e13d1c8f275f91b51483eed,1
Bangalore,2023-09-18T09:23,10.0.0.2,192.168.10.6,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.2,error,0.13,4.425304724915514,ef42c72ba99ab1dae519a04f1c48a91745b3f20c6675950bbe1a7a6f5227d6ad,1
Bangalore,2023-09-14T12:06,10.0.0.100,192.168.0.2,admin,DeviceXYZ,application-usage,User 'admin' used application 'App4',warning,0.13,4.016875695766563,de9ed6cddb6832c60f177e9e903c48c36aafbaa742406fcd63d4c454626025bc,1
Bangalore,2023-09-13T00:38,192.168.1.100,192.168.0.2,guest,DeviceXYZ,system-restart,System restart: Reason4,informational,0.3,3.6424896731661263,170c5eb5e3145cfbccc403fab0d58c68c1d03e5f9af9fc1f6445496aba683ae1,1
Bangalore,2023-09-13T18:51,10.0.0.100,192.168.10.6,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file445.txt',critical,0.17,4.386587797403417,2f33484cfafc79a391f1f7bbea31b83542fba723571dbbc3459f3c4f003fd1dd,1
Bangalore,2023-09-18T06:42,222.38.19.133,148.145.13.131,user123,ServerABC,application-errors,Application error: Error message: 17,error,0.8,3.9749375012019263,785e56bdd6d1feff4ba8843e0c8245557073aace8aa1720de3d7cc69f224b19a,1
Bangalore,2023-09-18T03:24,192.168.0.1,10.1.1.2,user123,Workstation123,api-called,API called: API4 from IP 192.168.0.1,error,0.2,4.208003043578681,e61b9524343358e9523ec1193b8c46f93481fefba4a803d90024c75b57e77863,1
Bangalore,2023-09-15T00:25,192.168.10.5,172.16.1.101,guest,ServerABC,dns-queries,DNS query from IP 192.168.10.5 for domain 'example392.com',informational,0.17,4.687012944077683,ef75ca8c473497cb6bf03a3c2b3c2eacf9345302b35884761993254f093eff87,1
Bangalore,2023-09-16T23:14,192.168.10.5,10.1.1.2,anonymous,ServerABC,api-called,API called: API5 from IP 192.168.10.5,informational,0.2,4.219475244464338,f71ebe1dc5b7eb79ba2c4da267dda2413ebc454ca0bb3d762942433b63346a60,1
Bangalore,2023-09-13T21:36,10.0.0.100,10.0.0.101,guest,ServerABC,system-shutdown,System shutdown: Reason3,error,0.33,3.9701755214643453,ddb298dd222a60c972d4d6142fb086cb293706c914cbe908489d8ccedbf14aac,1
Bangalore,2023-09-14T13:07,172.16.1.100,192.168.10.6,admin,DeviceXYZ,auth-failed,Failed login attempt for user 'admin' from IP 172.16.1.100,critical,0.33,4.443513753449853,2d203da646c0ee5bb793a20b1c068853c767829226b4031c290aa30cff710df0,1
Bangalore,2023-09-13T09:32,10.10.10.10,192.168.2.6,anonymous,ServerABC,system-restart,System restart: Reason7,critical,0.3,3.6424896731661263,ee20c63ecc5010d78e9e65ceedfed92c5096b4c02562d06049fb9f582570b638,1
Bangalore,2023-09-17T11:59,10.10.10.10,192.168.0.2,user123,Workstation123,application-errors,Application error: Error message: 13,informational,0.27,3.9749375012019263,fa7f981d52629c2350fe43e2a48f3fc3ea06bf113f5a55d43090006505d967d3,1
Bangalore,2023-09-13T05:05,138.3.13.54,43.136.79.42,anonymous,ServerABC,system-restart,System restart: Reason10,warning,0.83,3.7406015629507228,ef8e4300a091fb183677f8f2efe7a43142f750d32aedd5d4a8b71f64a0a045f8,-1
Bangalore,2023-09-13T08:16,10.10.10.10,172.16.1.101,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.10.10.10,error,0.13,4.235916386984949,8cd0d110a585c8eefb215f1f1624a8f6a3535d350cac51d5e95193467922a0a0,1
Bangalore,2023-09-13T17:20,10.1.1.1,192.168.0.3,anonymous,ServerABC,api-called,API called: API4 from IP 10.1.1.1,informational,0.2,3.8966879684212654,a110f6609840a353cab230b854a1ff6268b8e8f7d46fa069138519e92ab39654,1
Bangalore,2023-09-12T15:22,10.1.1.1,192.168.2.6,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file104.txt',informational,0.17,4.417837797403417,5086084f4663e3469d6a92218dbca25c0d2eed7c6a3a5f343398af76fcbe0c10,1
Bangalore,2023-09-14T05:53,10.10.10.10,192.168.0.2,anonymous,Workstation123,firewall-change,Firewall rule change: Port 34516 opened for IP 10.10.10.10,informational,0.3,4.418602659690262,117eca6ebae514373726b1b7aa36449ab6199a12aa3895a4b4cf116263bf6cdd,1
Bangalore,2023-09-13T19:48,10.1.1.1,172.16.1.101,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.1.1.1,error,0.13,4.373795002727632,279df191f95dfbb8e11aa92e7a8222d6f04164f4ea64d40f740eeb22aca6c244,1
Bangalore,2023-09-15T01:51,10.0.0.100,192.168.0.3,user123,DeviceXYZ,api-called,API called: API2 from IP 10.0.0.100,critical,0.2,3.8868846325059936,5ffde60235265edfd6910fd56522ca0e293ef0957542f6b750d59271fb033a5b,-1
Bangalore,2023-09-13T16:01,192.168.10.5,192.168.2.6,anonymous,DeviceXYZ,file-access,File access: Read to file '/path/to/file898.txt' by user 'anonymous' from IP 192.168.10.5,informational,0.23,4.775597152638403,5c8189cba90e8ff02daf99ccac791b2dd839058bfbe7cfcc2e1184bd0506e74c,-1
Bangalore,2023-09-15T09:11,172.16.0.10,192.168.0.2,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file138.txt',critical,0.17,4.417837797403417,80d54417a3c3ff626f5dc782e527a0ab31725269a2b511fc6eb4d3fafef15ac6,1
Bangalore,2023-09-16T12:31,172.16.0.10,10.0.0.101,anonymous,ServerABC,file-access,File access: Read to file '/path/to/file510.txt' by user 'anonymous' from IP 172.16.0.10,informational,0.23,4.725826604216523,08b8b1460519ee67f4b705c17d406a88e26eff38090c853800e0e5d320a3404c,-1
Bangalore,2023-09-16T17:38,10.0.0.100,10.10.10.20,guest,Workstation123,application-errors,Application error: Error message: 81,informational,0.27,3.9749375012019263,ad8877d5055a6e3fb40f5dc2e358ddea46591a08d6cdabd390dea620f8187e79,1
Bangalore,2023-09-16T09:15,192.168.1.100,10.10.10.20,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 192.168.1.100,warning,0.13,4.572469458770136,264cc63aa2d862fae8ca1aa5e7ea6ce8225e08799e94de3de9936adc9ed1b21e,1
Bangalore,2023-09-16T13:07,192.168.2.5,10.0.0.3,guest,ServerABC,dns-queries,DNS query from IP 192.168.2.5 for domain 'example248.com',warning,0.17,4.641378663973622,b63d26fe607faf3dfd61a5ae2da617bc12571045ca2f05968efe3e9ef72b6cfd,1
Bangalore,2023-09-13T20:55,192.168.2.5,10.0.0.101,user123,Workstation123,system-restart,System restart: Reason5,critical,0.3,3.6424896731661263,5ac2d772776a550592ad0d1dedaa692952a0c74e626709cd040ea79ad7675e5a,1
Bangalore,2023-09-16T05:58,192.168.0.1,192.168.0.2,anonymous,ServerABC,api-called,API called: API1 from IP 192.168.0.1,error,0.2,4.117861029749888,d041bf6f99644c9fe6bc1b1b224c58ca5edd717ef3f3082dc6f88c14295e9645,1
Bangalore,2023-09-14T05:24,192.168.10.5,10.1.1.2,user123,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.10.5,informational,0.13,4.591470272390304,02cbf1f03fe2733596743facc4a6c3059db4f5d7187893da7a006146ba3a1f86,1
Bangalore,2023-09-14T10:02,140.137.209.210,205.72.113.35,admin,Workstation123,application-usage,User 'admin' used application 'App5',error,0.67,4.016875695766563,07a50ef3bb56f3443f6b5745f4e9eae5b1e18adbd14c4e7f8a6ca31da90106e7,1
Bangalore,2023-09-18T08:36,192.168.0.1,192.168.2.6,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.0.1,critical,0.13,4.549060633705463,bb0aeddcc849a52a32bad40e75704fd213a883d702fe113c37846b3ac444b639,1
Bangalore,2023-09-17T18:33,192.168.0.1,172.16.0.20,anonymous,ServerABC,malware-detection,Malware detected: File 'file488.txt' found on device 'ServerABC',informational,0.37,4.357258938909887,9a4ef6981740747ae2608813ba4f1cd056c9343930451cced20b1c8fe17f15df,1
Bangalore,2023-09-17T00:15,10.0.0.100,10.0.0.3,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 10.0.0.100,informational,0.33,4.277913127562166,9bd63ccdf8dffeb4aa3834a99a7197940866ecd6084347e571cc9cad6d28d0f7,1
Bangalore,2023-09-17T17:23,192.168.0.1,192.168.0.2,user123,Workstation123,firewall-change,Firewall rule change: Port 40433 opened for IP 192.168.0.1,warning,0.3,4.57127081438463,eb9f61fa9f7d6f1918e7e0990a7f2fd342e424a5ff4fc56471b7ac06a47259c0,1
Bangalore,2023-09-17T00:25,172.16.1.100,192.168.0.2,anonymous,Workstation123,system-restart,System restart: Reason6,warning,0.3,3.6424896731661263,703e6b8fdd1809a2988921902d2efd739bc8db228876be61997d5f7a9c40f095,1
Bangalore,2023-09-16T19:58,52.130.27.10,211.171.146.25,admin,ServerABC,firewall-change,Firewall rule change: Port 63168 opened for IP 52.130.27.10,warning,0.83,4.583843210665387,70db0eab7ecce4d0fc6497bff41774fbc4254d25f632caf9904a16d82ab1af7d,1
Bangalore,2023-09-12T18:37,88.67.70.198,238.111.43.108,anonymous,ServerABC,system-restart,System restart: Reason9,critical,0.83,3.6424896731661263,b9272455eb6222b331acd83cf6eef91a308b8e5dbf6f9b4f99e2e88664ebeb5c,1
Bangalore,2023-09-16T19:40,192.168.10.5,10.1.1.2,admin,Workstation123,application-usage,User 'admin' used application 'App10',error,0.13,4.087567554701195,7059207db4fbf41c3c81b3a51f40ff0f938df4e60b091060fcc4b9de4fd76e00,1
Bangalore,2023-09-15T01:08,10.0.0.100,192.168.2.6,guest,Workstation123,auth-success,Successful login for user 'guest' from IP 10.0.0.100,critical,0.1,4.14206351737845,c1a8654e34e78dff13ac897a779cdbc53ea2b27439f3aeb985229f29febc4e4e,1
Bangalore,2023-09-15T05:52,10.0.0.2,192.168.0.2,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 10.0.0.2,informational,0.1,4.305142250383773,62ecfc4c089244d4a19731f91f85c8b91a166cd2254608cae6448f176a660272,1
Bangalore,2023-09-18T00:46,243.45.51.103,58.26.27.142,guest,Workstation123,dns-queries,DNS query from IP 243.45.51.103 for domain 'example94.com',error,0.7,4.652530185456993,bcb10688142433636bb0565fccf70bc7c8bc89f2d6cdf9b24c9f08167b1f6d79,1
Bangalore,2023-09-16T05:00,172.16.1.100,192.168.0.3,admin,DeviceXYZ,software-update,Software update: Software6 updated to version v3,warning,0.27,3.996653522439334,95fa299453bd8e58434734e68253738386764bd034bc0031a14b9c5ad50c2c1a,1
Bangalore,2023-09-14T11:17,192.168.0.1,10.1.1.2,user123,Workstation123,api-called,API called: API5 from IP 192.168.0.1,informational,0.2,4.208003043578681,ac48e9e997a3ebc4a5a01963aa10013cb35e6a5943a1fd9c525de062a01cd23c,1
Bangalore,2023-09-13T05:16,192.168.1.100,10.0.0.3,anonymous,ServerABC,api-called,API called: API5 from IP 192.168.1.100,warning,0.2,4.198603750787606,f8a62acf5c6b13ea19fc51e547de2131e6b26eac0802dfe9ba2058b45c31aa08,1
Bangalore,2023-09-15T05:30,172.16.1.100,192.168.0.3,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 172.16.1.100,informational,0.33,4.488166423458148,81be4814303f70a0f961ac09935d38d92f8c62a1e1ec8fa1d6688430cf31992e,1
Bangalore,2023-09-14T03:42,192.168.2.5,10.10.10.20,anonymous,DeviceXYZ,file-access,File access: Delete to file '/path/to/file772.txt' by user 'anonymous' from IP 192.168.2.5,critical,0.23,4.703546420834214,4688240060b402353ccaac1837b51f4807fe12b0116cf8978c766872df43a332,-1
Bangalore,2023-09-13T18:10,172.16.0.10,192.168.2.6,user123,ServerABC,system-failure,Critical system failure: Error message: 72,warning,0.37,4.041625614369224,d68061b104ec0a35e341b576177b8e9015eccd1a4ec46c91537346da32785a7a,1
Bangalore,2023-09-13T00:05,192.168.0.1,192.168.0.3,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 192.168.0.1,critical,0.13,4.379439132922055,00792ca5e79bbcda093976267a0d2d8b5366cf40889abbd0f7205dd76e24fda7,1
Bangalore,2023-09-15T14:46,10.10.10.10,192.168.0.2,admin,DeviceXYZ,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 10.10.10.10,critical,0.37,4.3506469911779275,1f0f7a10c3f4de20c82ec6fd23973ea6e917be987a78eda75418b6da8016d4df,1
Bangalore,2023-09-15T19:09,172.16.1.100,192.168.0.2,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,critical,0.13,4.558334712716668,6552ca180dc3cf83d128e047d3fdbeb48f785a315a7301406bd6c1146f67217e,1
Bangalore,2023-09-14T20:38,172.16.0.10,192.168.0.3,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 172.16.0.10,warning,0.13,4.520891619620957,5a212458bfbe33ce84c751bd79162307eb4ed3f94f89a4eee07f5fc4d522bf3f,1
Bangalore,2023-09-16T13:53,10.1.1.1,192.168.10.6,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.1.1.1,informational,0.13,4.373795002727632,de859e20041b287a7d92d569c3fdfd74a8c01973871742dc736466d829e6b264,1
Bangalore,2023-09-15T03:28,192.168.2.5,192.168.0.3,guest,DeviceXYZ,malware-detection,Malware detected: File 'file680.txt' found on device 'DeviceXYZ',warning,0.37,4.369054056131191,11f250efed58436544d819a767a09e52d1764324ea19c4ba79b0115b68439370,1
Bangalore,2023-09-16T15:49,21.216.189.142,40.86.104.212,admin,ServerABC,dns-queries,DNS query from IP 21.216.189.142 for domain 'example905.com',error,0.7,4.674954812926958,9bc8ba07e306ba7006de4c58daf50019f91c207f20d95c2204927e95d6888b23,1
Bangalore,2023-09-16T14:52,172.16.0.10,10.0.0.101,guest,DeviceXYZ,api-called,API called: API3 from IP 172.16.0.10,informational,0.2,4.1524474880231255,1dbd1b224a70d612ab8eabf1690933be6233dcaf5df229723cd3f701c7b9e0f6,1
Bangalore,2023-09-17T18:11,192.168.2.5,172.16.0.20,guest,ServerABC,malware-detection,Malware detected: File 'file145.txt' found on device 'ServerABC',critical,0.37,4.388508938909887,7835d21d27e32d67a09d921e1f127731586d2d34b91671eedfe680ecb692632d,1
Bangalore,2023-09-18T13:23,172.16.1.100,172.16.0.20,anonymous,ServerABC,dns-queries,DNS query from IP 172.16.1.100 for domain 'example461.com',informational,0.17,4.568827548004005,63434c939f450410b60164a4f018839158bf9bea07caf9d103d11637fded374a,1
Bangalore,2023-09-13T19:55,172.16.1.100,10.10.10.20,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.1.100,informational,0.13,4.528483966448013,a2b4a2391deed3d53f8b78b9507cf6a2272df35920f67dd252558a0eba3b32b6,1
Bangalore,2023-09-16T05:59,192.168.10.5,192.168.10.6,guest,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.10.5,informational,0.13,4.468083963815624,5753c880512ff9e2e25b21dd9bf64b432cc20d142d22df00127ef88d555721c1,1
Bangalore,2023-09-12T23:57,172.16.1.100,10.10.10.20,user123,DeviceXYZ,malware-detection,Malware detected: File 'file394.txt' found on device 'DeviceXYZ',informational,0.37,4.369054056131191,a92e7f8c16cf5afb7f8f756d0eb8d6fce9355823be3cc0be38be09ce44028b35,1
Bangalore,2023-09-17T15:39,192.168.10.5,192.168.10.6,user123,ServerABC,software-update,Software update: Software8 updated to version v4,error,0.27,3.996653522439334,39c47205ca78b7b9548e812fe4a1845b27d3afa21e1aaab67a887fc6917159cc,1
Bangalore,2023-09-16T15:47,172.16.1.100,172.16.0.20,anonymous,Workstation123,software-update,Software update: Software8 updated to version v4,error,0.27,3.996653522439334,8651123a687109e72e7cde81bb5bd4fc14df013f53a606055224066c9f931553,1
Bangalore,2023-09-17T02:38,192.168.2.5,172.16.0.20,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.2.5,error,0.13,4.411205483876321,8f5aac2a6acfaaabfd52b9fe33c4e01fde9d8784bfc5ee2f85582b5d4270a65a,1
Bangalore,2023-09-14T14:10,192.168.2.5,10.0.0.3,guest,DeviceXYZ,system-shutdown,System shutdown: Reason3,warning,0.33,3.9701755214643453,470a485e034be0954bc6812608294805500a2e54069b3fc677efd8e4cd91b2dc,1
Bangalore,2023-09-16T22:55,192.168.0.1,192.168.2.6,user123,ServerABC,firewall-change,Firewall rule change: Port 48313 opened for IP 192.168.0.1,critical,0.3,4.54980335752538,b87db1fb306f744771b5f824f09c2cf62b9610f5aab4daa80c93b25ecad33a13,1
Bangalore,2023-09-14T09:54,172.16.1.100,10.0.0.3,guest,Workstation123,api-called,API called: API4 from IP 172.16.1.100,warning,0.2,4.1317695012795665,65a244fc66b944bf6f3ba2634d476eff0139004fa270bf1257d8adabe87b94d4,1
Bangalore,2023-09-17T17:20,47.45.186.161,163.202.75.224,admin,DeviceXYZ,auth-failed,Failed login attempt for user 'admin' from IP 47.45.186.161,critical,0.87,4.513253430387752,39a86833673733fb8b182e8b693cb71b109f37598d1ae554785e5c9617e98db9,1
Bangalore,2023-09-14T12:11,10.0.0.2,192.168.0.2,admin,ServerABC,system-failure,Critical system failure: Error message: 65,error,0.37,4.041625614369224,15986821e044274c18a0749aa2692e7097cc144ea4c8745f05e38479cf36c127,1
Bangalore,2023-09-17T08:11,10.10.10.10,10.1.1.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.10.10.10,error,0.37,4.39854449649814,ea5e4e5c7055c22d34594f20247d2be28fba1ea238a56199a3d4b6bc6825425a,1
Bangalore,2023-09-12T22:04,10.0.0.2,10.10.10.20,user123,DeviceXYZ,application-errors,Application error: Error message: 26,error,0.27,3.9749375012019263,50c8650562cb34e23601b304aecd9c1b242e4b57b63649286910349b46906a82,1
Bangalore,2023-09-12T22:13,192.168.2.5,192.168.0.3,user123,Workstation123,file-access,File access: Read to file '/path/to/file809.txt' by user 'user123' from IP 192.168.2.5,error,0.23,4.750580333151848,6da168f27dac8d783c90e06905c40638e3e4d0e1349f10d214293c7d92e6fe32,-1
Bangalore,2023-09-15T15:34,10.0.0.100,192.168.0.3,admin,DeviceXYZ,malware-detection,Malware detected: File 'file620.txt' found on device 'DeviceXYZ',error,0.37,4.369054056131191,1b2ed2fb39211a0d7861457cf6f656005a961cfb58d24c5417b5227263a50abc,1
Bangalore,2023-09-13T02:21,10.10.10.10,172.16.0.20,user123,Workstation123,file-access,File access: Delete to file '/path/to/file464.txt' by user 'user123' from IP 10.10.10.10,critical,0.23,4.579012007187614,ea1875c123d28fe7e62169a2f959d35cfb95147798e9f79e27393dee58843d1b,1
Bangalore,2023-09-18T00:17,192.168.0.1,10.0.0.101,user123,ServerABC,firewall-change,Firewall rule change: Port 61087 opened for IP 192.168.0.1,warning,0.3,4.515320598904689,5db3c893e763041ed510fe12dc5dfd77c9760e2086a34f6f33fde63460f46ac5,1
Bangalore,2023-09-17T10:40,172.16.0.10,192.168.10.6,guest,DeviceXYZ,system-shutdown,System shutdown: Reason8,critical,0.33,3.9701755214643453,45bbc64b55ef4dbb8209571aba034dbd96f84ec35dd7efdd0285ff007a6c3639,1
Bangalore,2023-09-16T01:40,10.0.0.100,192.168.0.3,user123,DeviceXYZ,system-restart,System restart: Reason10,warning,0.3,3.7406015629507228,1ef6baa3e34912b7041e2fb73e2430b383dae1972cfb3a813f4d912d10dc35fb,-1
Bangalore,2023-09-12T16:44,172.16.0.10,10.1.1.2,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 35,error,0.37,4.041625614369224,0aec01fe5b971bf1232b85dd2564ac8ed8325f62e92db106cfe3b5cdb9718791,1
Bangalore,2023-09-15T13:56,192.168.0.1,192.168.0.2,user123,Workstation123,firewall-change,Firewall rule change: Port 14402 opened for IP 192.168.0.1,warning,0.3,4.515320598904689,87c7513f4f907acb137efc1ed6fdb24b8fb154f44caf94a90a82e35da0228d18,1
